customer_id,acquisition_date,acquisition_campaign_id,acquisition_channel,acquisition_platform,region,country,city,age_group,gender,customer_segment,primary_product_interest,first_purchase_date,last_purchase_date,customer_status,churn_date,marketing_consent,loyalty_member,source_system,source_file_name,batch_id,ingestion_timestamp
CUST0006330,2024-08-06,CMP0066,YouTube,YouTube Ads,Europe,Spain,Valencia,45-54,Male,Service Subscriber,Apple Music,2024-08-06,2026-01-26,Active,,True,True,CRM Export,crm_customers_202408.csv,BATCH-CRM-202408-03,2024-08-07 01:44:00
CUST0016859,2025-02-22,CMP0072,X,Affiliate Network,North America,United States,Los Angeles,35-44,Female,New Customer,Apple Music,2025-02-22,2025-02-22,Inactive,,True,False,CRM Export,crm_customers_202502.csv,BATCH-CRM-202502-02,2025-02-23 02:07:00
CUST0006291,2024-11-21,CMP0005,Organic Social,Internal Email Platform,Europe,Germany,Munich,25-34,Male,Loyal Customer,iPhone,2024-11-21,2026-05-31,Active,,True,True,CRM Export,crm_customers_202411.csv,BATCH-CRM-202411-03,2024-11-22 03:07:00
CUST0006772,2025-09-29,CMP0093,Google Search,Google Ads,North America,United States,Austin,18-24,Female,Occasional Buyer,Accessories,2025-09-29,2026-01-31,Active,,True,True,CRM Export,crm_customers_202509.csv,BATCH-CRM-202509-01,2025-09-30 01:37:00
CUST0024922,2025-06-20,CMP0008,Organic Social,Internal Email Platform,North America,United States,Chicago,25-34,Male,High-Value Customer,Mac,2025-06-20,2026-04-22,Active,,True,False,CRM Export,crm_customers_202506.csv,BATCH-CRM-202506-01,2025-06-21 05:35:00
CUST0014081,2025-06-26,CMP0008,Organic Social,Internal Email Platform,North America,United States,Chicago,35-44,Male,Occasional Buyer,Mac,2025-06-26,2025-12-02,Active,,True,False,CRM Export,crm_customers_202506.csv,BATCH-CRM-202506-02,2025-06-27 05:16:00
CUST0012877,2025-01-08,CMP0068,Instagram,Meta Ads Manager,Europe,Italy,Turin,55-64,Female,Occasional Buyer,iPhone,2025-01-08,2025-01-08,Active,,True,False,CRM Export,crm_customers_202501.csv,BATCH-CRM-202501-01,2025-01-09 02:01:00
CUST0005024,2024-11-19,CMP0008,Organic Social,Internal Email Platform,North America,United States,Chicago,18-24,Female,Hardware Enthusiast,Mac,2024-11-19,2025-04-15,Active,,True,False,CRM Export,crm_customers_202411.csv,BATCH-CRM-202411-02,2024-11-20 03:00:00
CUST0025670,2025-04-27,CMP0038,Organic Social,Internal Email Platform,Asia Pacific,Japan,Osaka,18-24,Male,New Customer,Apple Watch,2025-04-27,2025-04-27,Inactive,,False,False,CRM Export,crm_customers_202504.csv,BATCH-CRM-202504-02,2025-04-28 04:50:00
CUST0008678,2025-02-12,CMP0091,Facebook,Meta Ads Manager,Latin America,Brazil,Rio de Janeiro,35-44,Male,At-Risk Customer,Accessories,2025-02-12,2025-02-12,At Risk,,True,False,CRM Export,crm_customers_202502.csv,BATCH-CRM-202502-02,2025-02-13 01:49:00
CUST0022759,2025-10-10,CMP0023,LinkedIn,LinkedIn Campaign Manager,North America,United States,Chicago,35-44,Female,New Customer,iPhone,2025-10-10,2025-10-10,Active,,True,False,CRM Export,crm_customers_202510.csv,BATCH-CRM-202510-01,2025-10-11 03:18:00
CUST0005434,2025-08-04,CMP0012,X,Affiliate Network,Asia Pacific,Japan,Tokyo,25-34,Female,New Customer,iPhone,2025-08-04,2025-08-04,Active,,False,False,CRM Export,crm_customers_202508.csv,BATCH-CRM-202508-01,2025-08-05 01:56:00
CUST0025244,2025-03-03,CMP0020,Google Display,Google Ads,Asia Pacific,India,Mumbai,65+,Female,At-Risk Customer,AppleCare+,2025-03-03,2025-05-27,At Risk,,True,False,CRM Export,crm_customers_202503.csv,BATCH-CRM-202503-02,2025-03-04 02:04:00
CUST0011308,2025-01-22,CMP0005,Organic Social,Internal Email Platform,Europe,Germany,Munich,25-34,Male,Price-Sensitive Customer,iPhone,2025-01-22,2025-01-22,Active,,True,True,CRM Export,crm_customers_202501.csv,BATCH-CRM-202501-01,2025-01-23 01:48:00
CUST0027721,2025-10-23,CMP0096,Instagram,Meta Ads Manager,Asia Pacific,Australia,Brisbane,25-34,Female,Price-Sensitive Customer,Apple Fitness+,2025-10-23,2026-06-04,Active,,True,False,CRM Export,crm_customers_202510.csv,BATCH-CRM-202510-01,2025-10-24 01:23:00
CUST0011973,2025-11-01,CMP0039,Affiliate Marketing,Affiliate Network,Europe,France,Marseille,55-64,Male,New Customer,Apple TV+,2025-11-01,2025-11-01,Active,,True,False,CRM Export,crm_customers_202511.csv,BATCH-CRM-202511-03,2025-11-02 04:11:00
CUST0027471,2025-01-21,CMP0039,Affiliate Marketing,Affiliate Network,Europe,France,Marseille,35-44,Female,Service Subscriber,Apple TV+,2025-01-21,2026-06-23,Active,,False,False,CRM Export,crm_customers_202501.csv,BATCH-CRM-202501-03,2025-01-22 01:44:00
CUST0006767,2026-03-21,CMP0084,Google Display,Google Ads,North America,United States,Chicago,35-44,Female,Occasional Buyer,iCloud+,2026-03-21,2026-05-07,Active,,True,False,CRM Export,crm_customers_202603.csv,BATCH-CRM-202603-02,2026-03-22 01:37:00
CUST0023898,2025-12-21,CMP0053,Organic Social,Internal Email Platform,Asia Pacific,Japan,Yokohama,18-24,Prefer not to say,Occasional Buyer,Apple Fitness+,2025-12-21,2025-12-21,Active,,False,False,CRM Export,crm_customers_202512.csv,BATCH-CRM-202512-03,2025-12-22 01:00:00
CUST0000060,2025-10-23,CMP0083,LinkedIn,LinkedIn Campaign Manager,North America,United States,Los Angeles,45-54,Female,Occasional Buyer,AirPods,2025-10-23,2025-11-18,Active,,True,False,CRM Export,crm_customers_202510.csv,BATCH-CRM-202510-03,2025-10-24 02:50:00
CUST0011774,2025-08-20,CMP0008,Organic Social,Internal Email Platform,North America,United States,Chicago,25-34,Female,Hardware Enthusiast,Mac,2025-08-20,2026-06-29,Active,,True,False,CRM Export,crm_customers_202508.csv,BATCH-CRM-202508-02,2025-08-21 01:25:00
CUST0008196,2024-07-21,CMP0075,TikTok,TikTok Ads,Asia Pacific,India,Chennai,45-54,Female,Occasional Buyer,Mac,2024-07-21,2024-12-29,Active,,False,False,CRM Export,crm_customers_202407.csv,BATCH-CRM-202407-03,2024-07-22 01:25:00
CUST0005305,2026-03-08,CMP0016,Retail Promotion,Retail Partner,North America,United States,Los Angeles,18-24,Male,Occasional Buyer,Mac,2026-03-08,2026-05-18,Active,,True,False,CRM Export,crm_customers_202603.csv,BATCH-CRM-202603-01,2026-03-09 01:52:00
CUST0012268,2025-05-31,CMP0076,Email Marketing,Internal Email Platform,Asia Pacific,India,Hyderabad,45-54,Female,New Customer,iPhone,2025-05-31,2026-03-16,Active,,True,False,CRM Export,crm_customers_202505.csv,BATCH-CRM-202505-01,2025-06-01 02:38:00
CUST0005994,2025-01-05,CMP0082,YouTube,YouTube Ads,Middle East and Africa,Saudi Arabia,Riyadh,25-34,Male,Occasional Buyer,Apple Watch,2025-01-05,2025-01-05,Active,,True,False,CRM Export,crm_customers_202501.csv,BATCH-CRM-202501-03,2025-01-06 04:30:00
CUST0028017,2024-12-25,CMP0072,X,Affiliate Network,North America,United States,Los Angeles,45-54,Female,Service Subscriber,Apple Music,2024-12-25,2026-01-26,Active,,True,False,CRM Export,crm_customers_202412.csv,BATCH-CRM-202412-03,2024-12-26 04:24:00
CUST0000549,2026-04-03,CMP0099,X,Affiliate Network,Asia Pacific,Australia,Brisbane,45-54,Unknown,Service Subscriber,Apple Music,2026-04-03,2026-05-24,Active,,True,True,CRM Export,crm_customers_202604.csv,BATCH-CRM-202604-03,2026-04-04 03:57:00
CUST0023978,2024-12-09,CMP0042,X,Affiliate Network,Asia Pacific,Japan,Osaka,25-34,Prefer not to say,Occasional Buyer,Mac,2024-12-09,2024-12-09,Active,,True,False,CRM Export,crm_customers_202412.csv,BATCH-CRM-202412-02,2024-12-10 04:59:00
CUST0011807,2025-07-30,CMP0007,YouTube,YouTube Ads,Europe,France,Paris,35-44,Male,High-Value Customer,Apple Watch,2025-07-30,2026-05-17,Active,,False,False,CRM Export,crm_customers_202507.csv,BATCH-CRM-202507-02,2025-07-31 05:38:00
CUST0003574,2025-09-03,CMP0094,Retail Promotion,Retail Partner,North America,United States,Seattle,35-44,Male,At-Risk Customer,iCloud+,2025-09-03,2025-09-03,At Risk,,True,False,CRM Export,crm_customers_202509.csv,BATCH-CRM-202509-01,2025-09-04 03:57:00
CUST0020240,2025-07-13,CMP0057,YouTube,YouTube Ads,Asia Pacific,South Korea,Incheon,55-64,Male,High-Value Customer,iPad,2025-07-13,2026-05-15,Active,,True,False,CRM Export,crm_customers_202507.csv,BATCH-CRM-202507-02,2025-07-14 01:31:00
CUST0010290,2025-08-04,CMP0022,Google Display,Google Ads,Europe,Spain,Madrid,55-64,Male,High-Value Customer,Accessories,2025-08-04,2026-02-07,Active,,True,True,CRM Export,crm_customers_202508.csv,BATCH-CRM-202508-03,2025-08-05 05:08:00
CUST0023638,2025-09-15,CMP0069,Apple Search Ads,Apple Search Ads,Latin America,Mexico,Mexico City,25-34,Male,Service Subscriber,Apple TV+,2025-09-15,2026-06-28,Active,,True,True,CRM Export,crm_customers_202509.csv,BATCH-CRM-202509-01,2025-09-16 01:32:00
CUST0012238,2025-10-14,CMP0039,Affiliate Marketing,Affiliate Network,Europe,France,Marseille,45-54,Male,Service Subscriber,Apple TV+,2025-10-14,2026-06-20,Active,,True,True,CRM Export,crm_customers_202510.csv,BATCH-CRM-202510-01,2025-10-15 05:42:00
CUST0003672,2024-09-15,CMP0008,Organic Social,Internal Email Platform,North America,United States,Chicago,35-44,Female,Occasional Buyer,Mac,2024-09-15,2025-01-20,Active,,True,False,CRM Export,crm_customers_202409.csv,BATCH-CRM-202409-03,2024-09-16 01:11:00
CUST0019416,2026-03-11,CMP0027,Facebook,Meta Ads Manager,North America,United States,Austin,45-54,Male,Service Subscriber,Apple Fitness+,2026-03-11,2026-06-25,Active,,False,False,CRM Export,crm_customers_202603.csv,BATCH-CRM-202603-03,2026-03-12 04:12:00
CUST0002339,2025-05-20,CMP0007,YouTube,YouTube Ads,Europe,France,Paris,55-64,Female,High-Value Customer,Apple Watch,2025-05-20,2025-11-26,Inactive,,True,False,CRM Export,crm_customers_202505.csv,BATCH-CRM-202505-02,2025-05-21 05:21:00
CUST0027687,2025-02-11,CMP0091,Facebook,Meta Ads Manager,Latin America,Brazil,Rio de Janeiro,25-34,Male,Occasional Buyer,Accessories,2025-02-11,2025-11-14,Active,,True,False,CRM Export,crm_customers_202502.csv,BATCH-CRM-202502-03,2025-02-12 04:25:00
CUST0024672,2025-05-14,CMP0091,Facebook,Meta Ads Manager,Latin America,Brazil,Rio de Janeiro,35-44,Female,Occasional Buyer,Accessories,2025-05-14,2025-05-14,Inactive,,True,True,CRM Export,crm_customers_202505.csv,BATCH-CRM-202505-03,2025-05-15 01:06:00
CUST0007176,2025-05-03,CMP0008,Organic Social,Internal Email Platform,North America,United States,Chicago,45-54,Male,Loyal Customer,Mac,2025-05-03,2026-06-13,Inactive,,False,True,CRM Export,crm_customers_202505.csv,BATCH-CRM-202505-03,2025-05-04 02:51:00
CUST0024529,2026-04-04,CMP0018,Google Search,Google Ads,Latin America,Brazil,Sao Paulo,45-54,Female,At-Risk Customer,Unknown,2026-04-04,2026-04-29,At Risk,,True,False,CRM Export,crm_customers_202604.csv,BATCH-CRM-202604-01,2026-04-05 02:47:00
CUST0019004,2026-01-21,CMP0024,Email Marketing,Internal Email Platform,Asia Pacific,India,Mumbai,25-34,Female,Loyal Customer,Mac,2026-01-21,2026-05-16,Active,,True,True,CRM Export,crm_customers_202601.csv,BATCH-CRM-202601-02,2026-01-22 01:49:00
CUST0001491,2025-12-16,CMP0093,Google Search,Google Ads,North America,United States,Austin,35-44,Male,Price-Sensitive Customer,Accessories,2025-12-16,2025-12-16,Active,,True,False,CRM Export,crm_customers_202512.csv,BATCH-CRM-202512-03,2025-12-17 01:05:00
CUST0011817,2025-09-05,CMP0015,TikTok,TikTok Ads,Asia Pacific,India,Hyderabad,35-44,Female,Churned Customer,Apple Arcade,2025-09-05,2025-09-05,Churned,2025-10-05,True,False,CRM Export,crm_customers_202509.csv,BATCH-CRM-202509-03,2025-09-06 01:08:00
CUST0003380,2025-09-05,CMP0002,Influencer Marketing,Affiliate Network,Asia Pacific,Australia,Melbourne,25-34,Female,Churned Customer,iPad,2025-09-05,2025-09-05,Churned,2025-10-02,False,False,CRM Export,crm_customers_202509.csv,BATCH-CRM-202509-02,2025-09-06 03:00:00
CUST0018942,2025-12-19,CMP0047,Instagram,Meta Ads Manager,North America,United States,Chicago,18-24,Male,Loyal Customer,Apple Watch,2025-12-19,2026-05-13,Active,,True,True,CRM Export,crm_customers_202512.csv,BATCH-CRM-202512-03,2025-12-20 01:02:00
CUST0013965,2025-10-21,CMP0063,LinkedIn,LinkedIn Campaign Manager,Europe,United Kingdom,Birmingham,18-24,Non-binary,Hardware Enthusiast,AirPods,2025-10-21,2026-01-25,Active,,True,False,CRM Export,crm_customers_202510.csv,BATCH-CRM-202510-03,2025-10-22 02:56:00
CUST0016370,2025-01-19,CMP0066,YouTube,YouTube Ads,Europe,Spain,Valencia,65+,Female,At-Risk Customer,Apple Music,2025-01-19,2025-01-19,At Risk,,True,False,CRM Export,crm_customers_202501.csv,BATCH-CRM-202501-02,2025-01-20 01:30:00
CUST0016563,2025-11-14,CMP0012,X,Affiliate Network,Asia Pacific,Japan,Tokyo,18-24,Male,Price-Sensitive Customer,iPhone,2025-11-14,2025-11-14,Inactive,,False,True,CRM Export,crm_customers_202511.csv,BATCH-CRM-202511-03,2025-11-15 05:47:00
CUST0014011,2025-12-04,CMP0017,Google Display,Google Ads,Asia Pacific,Singapore,Singapore,25-34,Male,New Customer,Accessories,2025-12-04,2026-04-23,Active,,False,False,CRM Export,crm_customers_202512.csv,BATCH-CRM-202512-01,2025-12-05 05:57:00
CUST0028512,2025-09-04,CMP0098,Google Display,Google Ads,Asia Pacific,Australia,Brisbane,25-34,Male,Service Subscriber,Apple Arcade,2025-09-04,2026-06-26,Active,,True,True,CRM Export,crm_customers_202509.csv,BATCH-CRM-202509-03,2025-09-05 03:27:00
CUST0006114,2024-12-15,CMP0082,YouTube,YouTube Ads,Middle East and Africa,Saudi Arabia,Riyadh,25-34,Prefer not to say,New Customer,Apple Watch,2024-12-15,2024-12-15,Inactive,,True,False,CRM Export,crm_customers_202412.csv,BATCH-CRM-202412-03,2024-12-16 03:43:00
CUST0001054,2025-11-07,CMP0087,Facebook,Meta Ads Manager,Europe,Germany,Hamburg,45-54,Male,Loyal Customer,Accessories,2025-11-07,2025-11-13,Active,,True,True,CRM Export,crm_customers_202511.csv,BATCH-CRM-202511-01,2025-11-08 03:14:00
CUST0018194,2025-11-24,CMP0091,Facebook,Meta Ads Manager,Latin America,Brazil,Rio de Janeiro,25-34,Female,Churned Customer,Accessories,2025-11-24,2025-11-24,Churned,2025-11-28,True,False,CRM Export,crm_customers_202511.csv,BATCH-CRM-202511-02,2025-11-25 01:51:00
CUST0023821,2025-03-12,CMP0038,Organic Social,Internal Email Platform,Asia Pacific,Japan,Osaka,25-34,Female,Occasional Buyer,Apple Watch,2025-03-12,2025-03-12,Active,,True,False,CRM Export,crm_customers_202503.csv,BATCH-CRM-202503-01,2025-03-13 03:31:00
CUST0007615,2025-01-04,CMP0079,Instagram,Meta Ads Manager,North America,United States,Seattle,45-54,Prefer not to say,New Customer,AirPods,2025-01-04,2026-05-25,Active,,False,True,CRM Export,crm_customers_202501.csv,BATCH-CRM-202501-01,2025-01-05 03:00:00
CUST0008822,2025-05-11,CMP0091,Facebook,Meta Ads Manager,Latin America,Brazil,Rio de Janeiro,25-34,Female,Occasional Buyer,Accessories,2025-05-11,2026-01-31,Active,,True,False,CRM Export,crm_customers_202505.csv,BATCH-CRM-202505-02,2025-05-12 02:15:00
CUST0004595,2025-12-26,CMP0012,X,Affiliate Network,Asia Pacific,Japan,Tokyo,18-24,Female,Occasional Buyer,iPhone,2025-12-26,2025-12-28,Active,,True,False,CRM Export,crm_customers_202512.csv,BATCH-CRM-202512-02,2025-12-27 01:28:00
CUST0027560,2025-06-25,CMP0013,LinkedIn,LinkedIn Campaign Manager,North America,United States,New York,35-44,Female,At-Risk Customer,Apple Watch,2025-06-25,2025-07-23,At Risk,,True,False,CRM Export,crm_customers_202506.csv,BATCH-CRM-202506-02,2025-06-26 01:22:00
CUST0013260,2025-09-07,CMP0013,LinkedIn,LinkedIn Campaign Manager,North America,United States,New York,45-54,Female,Occasional Buyer,Apple Watch,2025-09-07,2025-09-07,Active,,True,False,CRM Export,crm_customers_202509.csv,BATCH-CRM-202509-03,2025-09-08 04:56:00
CUST0011316,2025-09-20,CMP0098,Google Display,Google Ads,Asia Pacific,Australia,Brisbane,35-44,Male,Churned Customer,Apple Arcade,2025-09-20,2025-09-20,Churned,2025-11-18,True,False,CRM Export,crm_customers_202509.csv,BATCH-CRM-202509-03,2025-09-21 03:36:00
CUST0006403,2025-07-11,CMP0079,Instagram,Meta Ads Manager,North America,United States,Seattle,25-34,Male,High-Value Customer,Unknown,2025-07-11,2026-02-03,Active,,True,False,CRM Export,crm_customers_202507.csv,BATCH-CRM-202507-01,2025-07-12 01:42:00
CUST0005964,2025-12-16,CMP0016,Retail Promotion,Retail Partner,North America,United States,Los Angeles,45-54,Male,Price-Sensitive Customer,Mac,2025-12-16,2026-02-28,Active,,False,False,CRM Export,crm_customers_202512.csv,BATCH-CRM-202512-03,2025-12-17 04:03:00
CUST0022235,2024-12-15,CMP0015,TikTok,TikTok Ads,Asia Pacific,India,Hyderabad,45-54,Unknown,Price-Sensitive Customer,Apple Arcade,2024-12-15,2026-05-28,Inactive,,True,False,CRM Export,crm_customers_202412.csv,BATCH-CRM-202412-02,2024-12-16 04:24:00
CUST0016987,2024-12-03,CMP0060,Affiliate Marketing,Affiliate Network,Europe,Germany,Berlin,45-54,Male,Churned Customer,Apple TV+,2024-12-03,2024-12-03,Churned,2025-01-05,True,False,CRM Export,crm_customers_202412.csv,BATCH-CRM-202412-01,2024-12-04 04:44:00
CUST0005007,2025-07-05,CMP0011,Apple Search Ads,Apple Search Ads,North America,United States,Austin,25-34,Female,New Customer,Apple Arcade,2025-07-05,2025-07-05,Active,,True,False,CRM Export,crm_customers_202507.csv,BATCH-CRM-202507-03,2025-07-06 04:27:00
CUST0025051,2025-09-18,CMP0016,Retail Promotion,Retail Partner,North America,United States,Los Angeles,35-44,Male,Loyal Customer,Mac,2025-09-18,2026-06-22,Active,,True,True,CRM Export,crm_customers_202509.csv,BATCH-CRM-202509-01,2025-09-19 03:49:00
CUST0000088,2025-08-31,CMP0029,Instagram,Meta Ads Manager,Europe,France,Lyon,25-34,Female,Occasional Buyer,AppleCare+,2025-08-31,2025-08-31,Active,,True,False,CRM Export,crm_customers_202508.csv,BATCH-CRM-202508-01,2025-09-01 05:31:00
CUST0001697,2026-01-14,CMP0086,TikTok,TikTok Ads,Europe,Spain,Barcelona,18-24,Female,Loyal Customer,Unknown,2026-01-14,2026-05-02,Active,,False,False,CRM Export,crm_customers_202601.csv,BATCH-CRM-202601-02,2026-01-15 02:26:00
CUST0026737,2024-09-19,CMP0095,Instagram,Meta Ads Manager,North America,United States,Seattle,25-34,Female,Loyal Customer,Apple TV+,2024-09-19,2026-06-15,Active,,True,False,CRM Export,crm_customers_202409.csv,BATCH-CRM-202409-01,2024-09-20 05:52:00
CUST0012919,2026-03-16,CMP0016,Retail Promotion,Retail Partner,North America,United States,Los Angeles,55-64,Unknown,Loyal Customer,Mac,2026-03-16,2026-06-28,Active,,True,True,CRM Export,crm_customers_202603.csv,BATCH-CRM-202603-01,2026-03-17 01:32:00
CUST0015855,2025-06-01,CMP0033,Google Search,Google Ads,Europe,United Kingdom,Manchester,18-24,Male,Occasional Buyer,Apple Arcade,2025-06-01,2025-06-01,Active,,False,False,CRM Export,crm_customers_202506.csv,BATCH-CRM-202506-03,2025-06-02 04:26:00
CUST0004414,2025-10-31,CMP0013,LinkedIn,LinkedIn Campaign Manager,North America,United States,New York,25-34,Unknown,At-Risk Customer,Apple Watch,2025-10-31,2025-10-31,At Risk,,False,False,CRM Export,crm_customers_202510.csv,BATCH-CRM-202510-01,2025-11-01 05:38:00
CUST0023741,2025-05-30,CMP0095,Instagram,Meta Ads Manager,North America,United States,Seattle,18-24,Unknown,At-Risk Customer,Apple TV+,2025-05-30,2025-05-30,At Risk,,True,False,CRM Export,crm_customers_202505.csv,BATCH-CRM-202505-02,2025-05-31 03:11:00
CUST0023503,2025-07-29,CMP0038,Organic Social,Internal Email Platform,Asia Pacific,Japan,Osaka,18-24,Male,Churned Customer,Apple Watch,2025-07-29,2025-10-22,Churned,2025-11-26,False,False,CRM Export,crm_customers_202507.csv,BATCH-CRM-202507-01,2025-07-30 01:04:00
CUST0005830,2026-01-10,CMP0021,Apple Search Ads,Apple Search Ads,North America,Canada,Vancouver,45-54,Male,Hardware Enthusiast,AirPods,2026-01-10,2026-06-22,Active,,False,False,CRM Export,crm_customers_202601.csv,BATCH-CRM-202601-01,2026-01-11 03:22:00
CUST0025662,2025-04-05,CMP0034,Affiliate Marketing,Affiliate Network,Middle East and Africa,Saudi Arabia,Riyadh,25-34,Female,At-Risk Customer,Unknown,2025-04-05,2025-04-05,At Risk,,False,False,CRM Export,crm_customers_202504.csv,BATCH-CRM-202504-03,2025-04-06 03:33:00
CUST0009191,2025-11-16,CMP0079,Instagram,Meta Ads Manager,North America,United States,Seattle,65+,Female,Hardware Enthusiast,Unknown,2025-11-16,2026-03-10,Active,,True,True,CRM Export,crm_customers_202511.csv,BATCH-CRM-202511-02,2025-11-17 03:37:00
CUST0012676,2025-07-20,CMP0039,Affiliate Marketing,Affiliate Network,Europe,France,Marseille,45-54,Male,Service Subscriber,Apple TV+,2025-07-20,2026-06-11,Active,,True,True,CRM Export,crm_customers_202507.csv,BATCH-CRM-202507-01,2025-07-21 04:55:00
CUST0028927,2025-07-24,CMP0039,Affiliate Marketing,Affiliate Network,Europe,France,Marseille,65+,Female,High-Value Customer,Apple TV+,2025-07-24,2025-11-10,Inactive,,True,True,CRM Export,crm_customers_202507.csv,BATCH-CRM-202507-01,2025-07-25 03:08:00
CUST0017927,2026-03-01,CMP0084,Google Display,Google Ads,North America,United States,Chicago,35-44,Male,Service Subscriber,iCloud+,2026-03-01,2026-05-11,Active,,True,True,CRM Export,crm_customers_202603.csv,BATCH-CRM-202603-02,2026-03-02 03:36:00
CUST0010623,2025-02-23,CMP0093,Google Search,Google Ads,North America,United States,Austin,45-54,Female,Churned Customer,Accessories,2025-02-23,2025-02-23,Churned,2025-02-27,True,False,CRM Export,crm_customers_202502.csv,BATCH-CRM-202502-03,2025-02-24 02:21:00
CUST0011735,2025-10-12,CMP0029,Instagram,Meta Ads Manager,Europe,France,Lyon,25-34,Female,Loyal Customer,AppleCare+,2025-10-12,2026-04-22,Active,,True,True,CRM Export,crm_customers_202510.csv,BATCH-CRM-202510-02,2025-10-13 02:34:00
CUST0022518,2025-06-30,CMP0097,Email Marketing,Internal Email Platform,North America,United States,Chicago,65+,Male,Occasional Buyer,Mac,2025-06-30,2025-11-19,Active,,True,False,CRM Export,crm_customers_202506.csv,BATCH-CRM-202506-03,2025-07-01 04:07:00
CUST0000253,2025-12-10,CMP0065,Organic Social,Internal Email Platform,Europe,France,Paris,35-44,Male,New Customer,Accessories,2025-12-10,2026-06-08,Inactive,,True,False,CRM Export,crm_customers_202512.csv,BATCH-CRM-202512-01,2025-12-11 05:22:00
CUST0005825,2025-10-26,CMP0023,LinkedIn,LinkedIn Campaign Manager,North America,United States,Chicago,25-34,Female,Occasional Buyer,iPhone,2025-10-26,2025-10-26,Active,,True,False,CRM Export,crm_customers_202510.csv,BATCH-CRM-202510-02,2025-10-27 02:03:00
CUST0012483,2024-11-28,CMP0068,Instagram,Meta Ads Manager,Europe,Italy,Turin,65+,Female,New Customer,iPhone,2024-11-28,2024-11-28,Active,,True,False,CRM Export,crm_customers_202411.csv,BATCH-CRM-202411-03,2024-11-29 04:12:00
CUST0006359,2025-07-16,CMP0083,LinkedIn,LinkedIn Campaign Manager,North America,United States,Los Angeles,25-34,Female,Hardware Enthusiast,AirPods,2025-07-16,2026-05-07,Active,,True,False,CRM Export,crm_customers_202507.csv,BATCH-CRM-202507-02,2025-07-17 05:52:00
CUST0018657,2025-01-12,CMP0060,Affiliate Marketing,Affiliate Network,Europe,Germany,Berlin,25-34,Female,Price-Sensitive Customer,Apple TV+,2025-01-12,2026-06-17,Active,,True,True,CRM Export,crm_customers_202501.csv,BATCH-CRM-202501-03,2025-01-13 04:08:00
CUST0027813,2025-05-23,CMP0077,Facebook,Meta Ads Manager,Europe,United Kingdom,London,35-44,Female,Churned Customer,Accessories,2025-05-23,2025-05-23,Churned,2025-07-05,True,False,CRM Export,crm_customers_202505.csv,BATCH-CRM-202505-03,2025-05-24 03:23:00
CUST0018185,2025-09-09,CMP0018,Google Search,Google Ads,Latin America,Brazil,Sao Paulo,45-54,Male,New Customer,AirPods,2025-09-09,2026-05-10,Active,,True,False,CRM Export,crm_customers_202509.csv,BATCH-CRM-202509-02,2025-09-10 05:08:00
CUST0018174,2025-05-09,CMP0096,Instagram,Meta Ads Manager,Asia Pacific,Australia,Unknown,18-24,Male,High-Value Customer,Apple Fitness+,2025-05-09,2026-06-27,Active,,True,True,CRM Export,crm_customers_202505.csv,BATCH-CRM-202505-03,2025-05-10 05:51:00
CUST0006212,2024-11-17,CMP0042,X,Affiliate Network,Asia Pacific,Japan,Osaka,18-24,Female,New Customer,Mac,2024-11-17,2026-02-13,Active,,True,False,CRM Export,crm_customers_202411.csv,BATCH-CRM-202411-02,2024-11-18 01:45:00
CUST0020766,2025-06-14,CMP0039,Affiliate Marketing,Affiliate Network,Europe,France,Marseille,45-54,Male,Service Subscriber,Apple TV+,2025-06-14,2026-04-30,Active,,True,True,CRM Export,crm_customers_202506.csv,BATCH-CRM-202506-03,2025-06-15 04:44:00
CUST0014462,2025-11-20,CMP0020,Google Display,Google Ads,Asia Pacific,India,Mumbai,25-34,Male,High-Value Customer,AppleCare+,2025-11-20,2026-06-22,Active,,True,False,CRM Export,crm_customers_202511.csv,BATCH-CRM-202511-02,2025-11-21 01:54:00
CUST0015808,2025-09-21,CMP0005,Organic Social,Internal Email Platform,Europe,Germany,Munich,35-44,Female,Price-Sensitive Customer,iPhone,2025-09-21,2025-09-21,Active,,True,False,CRM Export,crm_customers_202509.csv,BATCH-CRM-202509-01,2025-09-22 02:50:00
CUST0011541,2025-05-23,CMP0076,Email Marketing,Internal Email Platform,Asia Pacific,India,Hyderabad,18-24,Male,Hardware Enthusiast,iPhone,2025-05-23,2025-05-23,Active,,True,False,CRM Export,crm_customers_202505.csv,BATCH-CRM-202505-03,2025-05-24 02:42:00
CUST0003982,2025-10-22,CMP0029,Instagram,Meta Ads Manager,Europe,France,Lyon,35-44,Female,Loyal Customer,AppleCare+,2025-10-22,2026-03-06,Active,,True,True,CRM Export,crm_customers_202510.csv,BATCH-CRM-202510-01,2025-10-23 04:04:00
CUST0026772,2025-11-20,CMP0006,Apple Search Ads,Apple Search Ads,Middle East and Africa,Saudi Arabia,Unknown,25-34,Female,High-Value Customer,iCloud+,2025-11-20,2026-06-21,Active,,True,,CRM Export,crm_customers_202511.csv,BATCH-CRM-202511-03,2025-11-21 04:38:00
CUST0009596,2026-02-26,CMP0046,Apple Search Ads,Apple Search Ads,Europe,Germany,Berlin,55-64,Male,Hardware Enthusiast,iPhone,2026-02-26,2026-02-26,Inactive,,True,False,CRM Export,crm_customers_202602.csv,BATCH-CRM-202602-02,2026-02-27 02:56:00
